drift,raw_acc,sig_acc,iso_acc,raw_conf,sig_conf,iso_conf,raw_ent,sig_ent,iso_ent
0.0,0.9995786664794073,0.9995786664794073,0.9995611109160493,0.99988425,0.9994829497780199,0.9994932825140799,0.00048563242,0.0038506870555359857,0.003075058529595899
0.2,0.9994908886626171,0.9995435553526912,0.9994908886626171,0.99983215,0.9994861577441441,0.999381612475922,0.0006376541,0.0038796960057545173,0.003544881908305545
0.5,0.9992451107756047,0.9993504441557529,0.9992977774656788,0.9997276,0.9994602375915431,0.9991931086371524,0.0009547888,0.003932689561488961,0.0044356755290744536
1.0,0.9990871107053826,0.9991397773954567,0.9991748885221726,0.9995297,0.999453778929968,0.9986798194172688,0.0017620102,0.0039520900496340374,0.006705605254340324
